Iteration,Model,ModNames,Sample,Score,Classification,TrueClass,Direction
1,3,model_3,GSM505417,0.983301663868764,0,0,0
1,3,model_3,GSM505419,0.836129262819336,0,1,0
1,3,model_3,GSM505422,0.0855539839113743,1,0,0
1,3,model_3,GSM505430,0.109801621912067,1,0,0
1,3,model_3,GSM505447,0.888689742531706,0,1,0
1,3,model_3,GSM505448,0.0824360129009591,1,1,0
1,3,model_3,GSM505466,0.000137119389497327,1,0,0
1,3,model_3,GSM505468,0.780737619149878,0,1,0
1,3,model_3,GSM505477,0.451829143204851,1,0,0
1,3,model_3,GSM505481,0.433901210388203,1,1,0
1,3,model_3,GSM505482,0.639047687494124,0,0,0
1,3,model_3,GSM505483,0.231827777325714,1,1,0
1,4,model_4,GSM505335,0.75,0,0,0
1,4,model_4,GSM505336,0.75,0,0,0
1,4,model_4,GSM505337,1,0,0,0
1,4,model_4,GSM505342,1,0,1,0
1,4,model_4,GSM505351,0,1,0,0
1,4,model_4,GSM505359,0.75,0,1,0
1,4,model_4,GSM505364,0,1,1,0
1,4,model_4,GSM505367,0.25,1,1,0
1,4,model_4,GSM505373,0.25,1,1,0
1,4,model_4,GSM505375,0.25,1,0,0
1,4,model_4,GSM505376,0.25,1,1,0
1,4,model_4,GSM505410,0.5,0,0,0
1,4,model_4,GSM505417,0.75,0,0,0
1,4,model_4,GSM505419,0.5,0,1,0
1,4,model_4,GSM505422,0,1,0,0
1,4,model_4,GSM505430,0.25,1,0,0
1,4,model_4,GSM505447,0.75,0,1,0
1,4,model_4,GSM505448,0,1,1,0
1,4,model_4,GSM505466,0.25,1,0,0
1,4,model_4,GSM505468,0.5,1,1,0
1,4,model_4,GSM505477,0.75,0,0,0
1,4,model_4,GSM505481,0.25,1,1,0
1,4,model_4,GSM505482,0.25,1,0,0
1,4,model_4,GSM505483,0.5,1,1,0
1,5,model_5,GSM505335,0.84329211138972,0,0,0
1,5,model_5,GSM505336,0.758125974811901,0,0,0
1,5,model_5,GSM505337,0.989283216049851,0,0,0
1,5,model_5,GSM505342,0.931092116279681,0,1,0
1,5,model_5,GSM505351,0.0246755606254269,1,0,0
1,5,model_5,GSM505359,0.809862996034019,0,1,0
1,5,model_5,GSM505364,0.0473800371861605,1,1,0
1,5,model_5,GSM505367,0.401298794757956,1,1,0
1,5,model_5,GSM505373,0.187189099831302,1,1,0
1,5,model_5,GSM505375,0.151069633972407,1,0,0
1,5,model_5,GSM505376,0.108565722247568,1,1,0
1,5,model_5,GSM505410,0.814357017531247,0,0,0
1,5,model_5,GSM505417,0.917694063040899,0,0,0
1,5,model_5,GSM505419,0.755675411449004,0,1,0
1,5,model_5,GSM505422,0.27678567047795,1,0,0
1,5,model_5,GSM505430,0.0843865946234478,1,0,0
1,5,model_5,GSM505447,0.743195213871818,0,1,0
1,5,model_5,GSM505448,0.0565031028889919,1,1,0
1,5,model_5,GSM505466,0.359833335990605,1,0,0
1,5,model_5,GSM505468,0.627396388382345,0,1,0
1,5,model_5,GSM505477,0.573722453094203,0,0,0
1,5,model_5,GSM505481,0.782534653447662,0,1,0
1,5,model_5,GSM505482,0.45190214365679,1,0,0
1,5,model_5,GSM505483,0.660760361324964,0,1,0
1,6,model_6,GSM505335,-0.366749837259877,0,0,1
1,6,model_6,GSM505336,-0.753315998527925,0,0,1
1,6,model_6,GSM505337,-1.73373872649571,0,0,1
1,6,model_6,GSM505342,-0.947344167913755,0,1,1
1,6,model_6,GSM505351,1.80792560946456,1,0,1
1,6,model_6,GSM505359,-0.699933051422138,0,1,1
1,6,model_6,GSM505364,1.13625462958437,1,1,1
1,6,model_6,GSM505367,0.0451022869601635,1,1,1
1,6,model_6,GSM505373,0.781974383184637,1,1,1
1,6,model_6,GSM505375,0.9383428815817,1,0,1
1,6,model_6,GSM505376,0.738265321206864,1,1,1
1,6,model_6,GSM505410,-0.807067795931211,0,0,1
1,6,model_6,GSM505417,-2.52422089942458,0,0,1
1,6,model_6,GSM505419,-0.489515364461718,0,1,1
1,6,model_6,GSM505422,0.0159487781511894,1,0,1
1,6,model_6,GSM505430,0.876339199789079,1,0,1
1,6,model_6,GSM505447,-0.585075781804096,0,1,1
1,6,model_6,GSM505448,1.28795928337409,1,1,1
1,6,model_6,GSM505466,2.94226301220172,1,0,1
1,6,model_6,GSM505468,0.142587950448124,1,1,1
1,6,model_6,GSM505477,-0.185924831545072,0,0,1
1,6,model_6,GSM505481,-1.16160145125063,0,1,1
1,6,model_6,GSM505482,-0.645775418147832,0,0,1
1,6,model_6,GSM505483,-0.560623389699278,0,1,1
1,7,model_7,GSM505335,0.359014971223713,1,0,0
1,7,model_7,GSM505336,0.359293932107583,1,0,0
1,7,model_7,GSM505337,0.359920385902939,1,0,0
1,7,model_7,GSM505342,0.359394940422179,1,1,0
1,7,model_7,GSM505351,0.357369060554077,1,0,0
1,7,model_7,GSM505359,0.359161797098735,1,1,0
1,7,model_7,GSM505364,0.357867957720646,1,1,0
1,7,model_7,GSM505367,0.358685206486221,1,1,0
1,7,model_7,GSM505373,0.358130438923018,1,1,0
1,7,model_7,GSM505375,0.357958811416036,1,0,0
1,7,model_7,GSM505376,0.358038463852546,1,1,0
1,7,model_7,GSM505410,0.359266856196496,1,0,0
1,7,model_7,GSM505417,0.360388740393665,1,0,0
1,7,model_7,GSM505419,0.359118686943662,1,1,0
1,7,model_7,GSM505422,0.358690637850172,1,0,0
1,7,model_7,GSM505430,0.358078748388439,1,0,0
1,7,model_7,GSM505447,0.359174806356955,1,1,0
1,7,model_7,GSM505448,0.35776467969842,1,1,0
1,7,model_7,GSM505466,0.356434177619654,1,0,0
1,7,model_7,GSM505468,0.358642112690307,1,1,0
1,7,model_7,GSM505477,0.358828840577585,1,0,0
1,7,model_7,GSM505481,0.359500646168973,1,1,0
1,7,model_7,GSM505482,0.359043527530607,1,0,0
1,7,model_7,GSM505483,0.359095688970182,1,1,0
1,8,model_8,GSM505335,0.616628729933517,0,0,0
1,8,model_8,GSM505336,0.116648558071085,1,0,0
1,8,model_8,GSM505337,0.242753144621495,1,0,0
1,8,model_8,GSM505342,0.416428454349371,1,1,0
1,8,model_8,GSM505351,2.13648673578759e-05,1,0,0
1,8,model_8,GSM505359,0.00696410542679759,1,1,0
1,8,model_8,GSM505364,0.17403587107527,1,1,0
1,8,model_8,GSM505367,0.0189478707949273,1,1,0
1,8,model_8,GSM505373,1.91178765513986e-06,1,1,0
1,8,model_8,GSM505375,0.00232646198414107,1,0,0
1,8,model_8,GSM505376,0.595408935562314,0,1,0
1,8,model_8,GSM505410,0.45984794022247,1,0,0
1,8,model_8,GSM505417,0.999208662379019,0,0,0
1,8,model_8,GSM505419,0.00121777122082418,1,1,0
1,8,model_8,GSM505422,0.0306192070663901,1,0,0
1,8,model_8,GSM505430,9.11135345310239e-05,1,0,0
1,8,model_8,GSM505447,0.988469356752958,0,1,0
1,8,model_8,GSM505448,0.00660070544834181,1,1,0
1,8,model_8,GSM505466,4.20082435740601e-06,1,0,0
1,8,model_8,GSM505468,0.830806504900435,0,1,0
1,8,model_8,GSM505477,0.719381158384387,0,0,0
1,8,model_8,GSM505481,0.978132832759845,0,1,0
1,8,model_8,GSM505482,0.999354851252438,0,0,0
1,8,model_8,GSM505483,0.0412860008807816,1,1,0
1,9,model_9,GSM505335,0.534,0,0,0
1,9,model_9,GSM505336,0.478,1,0,0
1,9,model_9,GSM505337,0.284,1,0,0
1,9,model_9,GSM505342,0.57,0,1,0
1,9,model_9,GSM505351,0.088,1,0,0
1,9,model_9,GSM505359,0.122,1,1,0
1,9,model_9,GSM505364,0.306,1,1,0
1,9,model_9,GSM505367,0.334,1,1,0
1,9,model_9,GSM505373,0.238,1,1,0
1,9,model_9,GSM505375,0.222,1,0,0
1,9,model_9,GSM505376,0.43,1,1,0
1,9,model_9,GSM505410,0.442,1,0,0
1,9,model_9,GSM505417,0.282,1,0,0
1,9,model_9,GSM505419,0.516,0,1,0
1,9,model_9,GSM505422,0.258,1,0,0
1,9,model_9,GSM505430,0.232,1,0,0
1,9,model_9,GSM505447,0.56,0,1,0
1,9,model_9,GSM505448,0.364,1,1,0
1,9,model_9,GSM505466,0.166,1,0,0
1,9,model_9,GSM505468,0.534,0,1,0
1,9,model_9,GSM505477,0.396,1,0,0
1,9,model_9,GSM505481,0.566,0,1,0
1,9,model_9,GSM505482,0.552,0,0,0
1,9,model_9,GSM505483,0.282,1,1,0
1,10,model_10,GSM505335,0.923921681449751,0,0,0
1,10,model_10,GSM505336,0.000100255328861395,1,0,0
1,10,model_10,GSM505337,0.000551289767628555,1,0,0
1,10,model_10,GSM505342,0.968646252239672,0,1,0
1,10,model_10,GSM505351,1.60947024904685e-05,1,0,0
1,10,model_10,GSM505359,0.000414532165778459,1,1,0
1,10,model_10,GSM505364,0.409698823512841,1,1,0
1,10,model_10,GSM505367,0.022128726933434,1,1,0
1,10,model_10,GSM505373,0.00101262220769027,1,1,0
1,10,model_10,GSM505375,0.00227779832882256,1,0,0
1,10,model_10,GSM505376,0.916483003883149,0,1,0
1,10,model_10,GSM505410,0.716348628678222,0,0,0
1,10,model_10,GSM505417,0.0159873732031548,1,0,0
1,10,model_10,GSM505419,0.481784052633427,1,1,0
1,10,model_10,GSM505422,0.00799436446926672,1,0,0
1,10,model_10,GSM505430,0.00370887819599865,1,0,0
1,10,model_10,GSM505447,0.990386438506805,0,1,0
1,10,model_10,GSM505448,0.239292536840177,1,1,0
1,10,model_10,GSM505466,1.87284766576201e-07,1,0,0
1,10,model_10,GSM505468,0.880996155987463,0,1,0
1,10,model_10,GSM505477,0.537683685115346,0,0,0
1,10,model_10,GSM505481,0.885105141930948,0,1,0
1,10,model_10,GSM505482,0.941042564269612,0,0,0
1,10,model_10,GSM505483,0.056935572072111,1,1,0
1,11,model_11,GSM505335,0.6,0,0,0
1,11,model_11,GSM505336,0.2,1,0,0
1,11,model_11,GSM505337,0.2,1,0,0
1,11,model_11,GSM505342,1,0,1,0
1,11,model_11,GSM505351,0,1,0,0
1,11,model_11,GSM505359,0.2,1,1,0
1,11,model_11,GSM505364,0.4,1,1,0
1,11,model_11,GSM505367,0.2,1,1,0
1,11,model_11,GSM505373,0,1,1,0
1,11,model_11,GSM505375,0,1,0,0
1,11,model_11,GSM505376,0.4,1,1,0
1,11,model_11,GSM505410,0.2,1,0,0
1,11,model_11,GSM505417,0.4,1,0,0
1,11,model_11,GSM505419,0.8,0,1,0
1,11,model_11,GSM505422,0,1,0,0
1,11,model_11,GSM505430,0.2,1,0,0
1,11,model_11,GSM505447,0.8,0,1,0
1,11,model_11,GSM505448,0.2,1,1,0
1,11,model_11,GSM505466,0,1,0,0
1,11,model_11,GSM505468,0.6,0,1,0
1,11,model_11,GSM505477,0.2,1,0,0
1,11,model_11,GSM505481,1,0,1,0
1,11,model_11,GSM505482,0.6,0,0,0
1,11,model_11,GSM505483,0,1,1,0
1,12,model_12,GSM505335,0.885074506707569,0,0,0
1,12,model_12,GSM505336,0.23889151042414,1,0,0
1,12,model_12,GSM505337,0.161914173056653,1,0,0
1,12,model_12,GSM505342,0.971606739276938,0,1,0
1,12,model_12,GSM505351,0.000799257613228743,1,0,0
1,12,model_12,GSM505359,0.00729325236596357,1,1,0
1,12,model_12,GSM505364,0.832324666078824,0,1,0
1,12,model_12,GSM505367,0.39884601008292,1,1,0
1,12,model_12,GSM505373,0.00242908352376159,1,1,0
1,12,model_12,GSM505375,0.00587648193970858,1,0,0
1,12,model_12,GSM505376,0.740223807567084,0,1,0
1,12,model_12,GSM505410,0.842703524691546,0,0,0
1,12,model_12,GSM505417,0.667527636993924,0,0,0
1,12,model_12,GSM505419,0.213095527600538,1,1,0
1,12,model_12,GSM505422,0.0514085738723904,1,0,0
1,12,model_12,GSM505430,0.0646360467380427,1,0,0
1,12,model_12,GSM505447,0.990953190507133,0,1,0
1,12,model_12,GSM505448,0.624316204273688,0,1,0
1,12,model_12,GSM505466,0.00751398742187237,1,0,0
1,12,model_12,GSM505468,0.966852108812671,0,1,0
1,12,model_12,GSM505477,0.906436027449828,0,0,0
1,12,model_12,GSM505481,0.989150812323584,0,1,0
1,12,model_12,GSM505482,0.994759417453979,0,0,0
1,12,model_12,GSM505483,0.391697677639817,1,1,0
1,13,model_13,GSM505335,-1.1227872562347,0,0,1
1,13,model_13,GSM505336,3.00144676963925,1,0,1
1,13,model_13,GSM505337,3.19399933891332,1,0,1
1,13,model_13,GSM505342,-2.34880549980764,0,1,1
1,13,model_13,GSM505351,6.02100136514066,1,0,1
1,13,model_13,GSM505359,4.44389178519734,1,1,1
1,13,model_13,GSM505364,-1.20530737077379,0,1,1
1,13,model_13,GSM505367,0.955524742404612,1,1,1
1,13,model_13,GSM505373,5.11378368306962,1,1,1
1,13,model_13,GSM505375,3.38574334823837,1,0,1
1,13,model_13,GSM505376,-0.952325046147709,0,1,1
1,13,model_13,GSM505410,-0.335394467576571,0,0,1
1,13,model_13,GSM505417,0.374656987347855,1,0,1
1,13,model_13,GSM505419,1.34807658211662,1,1,1
1,13,model_13,GSM505422,2.75160714513302,1,0,1
1,13,model_13,GSM505430,3.04330249874666,1,0,1
1,13,model_13,GSM505447,-2.60496494849383,0,1,1
1,13,model_13,GSM505448,-0.769543905436686,0,1,1
1,13,model_13,GSM505466,7.04305107018594,1,0,1
1,13,model_13,GSM505468,-1.96435821128421,0,1,1
1,13,model_13,GSM505477,-2.76834809866595,0,0,1
1,13,model_13,GSM505481,-4.12824151560936,0,1,1
1,13,model_13,GSM505482,-3.19459914162558,0,0,1
1,13,model_13,GSM505483,0.842481859837244,1,1,1
1,14,model_14,GSM505335,0.518787838927447,0,0,0
1,14,model_14,GSM505336,0.288635837232869,1,0,0
1,14,model_14,GSM505337,0.231242108856992,1,0,0
1,14,model_14,GSM505342,0.555922568711719,0,1,0
1,14,model_14,GSM505351,0.0739917973047708,1,0,0
1,14,model_14,GSM505359,0.137931856467775,1,1,0
1,14,model_14,GSM505364,0.430226398467309,1,1,0
1,14,model_14,GSM505367,0.307631851865337,1,1,0
1,14,model_14,GSM505373,0.0747572846375905,1,1,0
1,14,model_14,GSM505375,0.138872162648204,1,0,0
1,14,model_14,GSM505376,0.444706957005917,1,1,0
1,14,model_14,GSM505410,0.465037852024371,1,0,0
1,14,model_14,GSM505417,0.435619102679373,1,0,0
1,14,model_14,GSM505419,0.231068044010862,1,1,0
1,14,model_14,GSM505422,0.242533415840341,1,0,0
1,14,model_14,GSM505430,0.16512546543898,1,0,0
1,14,model_14,GSM505447,0.67158445139656,0,1,0
1,14,model_14,GSM505448,0.296537700245343,1,1,0
1,14,model_14,GSM505466,0.0468973890070405,1,0,0
1,14,model_14,GSM505468,0.648177079205953,0,1,0
1,14,model_14,GSM505477,0.522823611066692,0,0,0
1,14,model_14,GSM505481,0.72514399231406,0,1,0
1,14,model_14,GSM505482,0.70182462285494,0,0,0
1,14,model_14,GSM505483,0.312410462778804,1,1,0
1,15,model_15,GSM505335,0.999962398940777,0,0,0
1,15,model_15,GSM505336,0.00011148596409766,1,0,0
1,15,model_15,GSM505337,0.0552654789127774,1,0,0
1,15,model_15,GSM505342,0.998075913205835,0,1,0
1,15,model_15,GSM505351,1.51636954011582e-11,1,0,0
1,15,model_15,GSM505359,4.12334864507065e-07,1,1,0
1,15,model_15,GSM505364,0.999242856946565,0,1,0
1,15,model_15,GSM505367,0.0140972272930357,1,1,0
1,15,model_15,GSM505373,8.68646907594433e-10,1,1,0
1,15,model_15,GSM505375,0.750127950892172,0,0,0
1,15,model_15,GSM505376,0.370806684061897,1,1,0
1,15,model_15,GSM505410,0.000288049407748485,1,0,0
1,15,model_15,GSM505417,0.0478229963647886,1,0,0
1,15,model_15,GSM505419,6.56981355921165e-05,1,1,0
1,15,model_15,GSM505422,5.79628231671109e-06,1,0,0
1,15,model_15,GSM505430,2.76071164483084e-12,1,0,0
1,15,model_15,GSM505447,0.999999450647391,0,1,0
1,15,model_15,GSM505448,3.14431044856839e-11,1,1,0
1,15,model_15,GSM505466,1.53670738967589e-13,1,0,0
1,15,model_15,GSM505468,0.00576299681687454,1,1,0
1,15,model_15,GSM505477,0.0181404724963032,1,0,0
1,15,model_15,GSM505481,6.51483050614411e-06,1,1,0
1,15,model_15,GSM505482,4.96785324189994e-05,1,0,0
1,15,model_15,GSM505483,3.71626932175082e-05,1,1,0
1,16,model_16,GSM505335,0.48,1,0,0
1,16,model_16,GSM505336,0.336,1,0,0
1,16,model_16,GSM505337,0.39,1,0,0
1,16,model_16,GSM505342,0.498,1,1,0
1,16,model_16,GSM505351,0.14,1,0,0
1,16,model_16,GSM505359,0.122,1,1,0
1,16,model_16,GSM505364,0.506,0,1,0
1,16,model_16,GSM505367,0.37,1,1,0
1,16,model_16,GSM505373,0.202,1,1,0
1,16,model_16,GSM505375,0.358,1,0,0
1,16,model_16,GSM505376,0.278,1,1,0
1,16,model_16,GSM505410,0.51,0,0,0
1,16,model_16,GSM505417,0.3,1,0,0
1,16,model_16,GSM505419,0.378,1,1,0
1,16,model_16,GSM505422,0.224,1,0,0
1,16,model_16,GSM505430,0.342,1,0,0
1,16,model_16,GSM505447,0.486,1,1,0
1,16,model_16,GSM505448,0.47,1,1,0
1,16,model_16,GSM505466,0.208,1,0,0
1,16,model_16,GSM505468,0.43,1,1,0
1,16,model_16,GSM505477,0.41,1,0,0
1,16,model_16,GSM505481,0.372,1,1,0
1,16,model_16,GSM505482,0.462,1,0,0
1,16,model_16,GSM505483,0.362,1,1,0
1,17,model_17,GSM505335,0.242343501596161,1,0,0
1,17,model_17,GSM505336,2.32666279742036e-06,1,0,0
1,17,model_17,GSM505337,0.0220642789219361,1,0,0
1,17,model_17,GSM505342,0.999423325405101,0,1,0
1,17,model_17,GSM505351,5.07662272945429e-07,1,0,0
1,17,model_17,GSM505359,3.93974964485015e-08,1,1,0
1,17,model_17,GSM505364,0.977470216812955,0,1,0
1,17,model_17,GSM505367,0.0445385767984943,1,1,0
1,17,model_17,GSM505373,4.63302667473453e-05,1,1,0
1,17,model_17,GSM505375,0.00069558996841573,1,0,0
1,17,model_17,GSM505376,0.137105299469238,1,1,0
1,17,model_17,GSM505410,0.994651945622512,0,0,0
1,17,model_17,GSM505417,9.59714552998907e-07,1,0,0
1,17,model_17,GSM505419,0.170905033772091,1,1,0
1,17,model_17,GSM505422,3.88897315167662e-05,1,0,0
1,17,model_17,GSM505430,0.0270665161495281,1,0,0
1,17,model_17,GSM505447,0.999024077916447,0,1,0
1,17,model_17,GSM505448,0.982381347115914,0,1,0
1,17,model_17,GSM505466,6.73908150058512e-10,1,0,0
1,17,model_17,GSM505468,0.990471679852273,0,1,0
1,17,model_17,GSM505477,0.0994794306682693,1,0,0
1,17,model_17,GSM505481,0.23046545346646,1,1,0
1,17,model_17,GSM505482,0.989057323187525,0,0,0
1,17,model_17,GSM505483,0.0168332378067291,1,1,0
1,18,model_18,GSM505335,0.571428571428571,0,0,0
1,18,model_18,GSM505336,0.285714285714286,1,0,0
1,18,model_18,GSM505337,0.571428571428571,0,0,0
1,18,model_18,GSM505342,0.714285714285714,0,1,0
1,18,model_18,GSM505351,0.142857142857143,1,0,0
1,18,model_18,GSM505359,0.142857142857143,1,1,0
1,18,model_18,GSM505364,0.571428571428571,0,1,0
1,18,model_18,GSM505367,0.428571428571429,1,1,0
1,18,model_18,GSM505373,0,1,1,0
1,18,model_18,GSM505375,0.428571428571429,1,0,0
1,18,model_18,GSM505376,0.285714285714286,1,1,0
1,18,model_18,GSM505410,0.571428571428571,0,0,0
1,18,model_18,GSM505417,0.285714285714286,1,0,0
1,18,model_18,GSM505419,0.142857142857143,1,1,0
1,18,model_18,GSM505422,0.142857142857143,1,0,0
1,18,model_18,GSM505430,0.285714285714286,1,0,0
1,18,model_18,GSM505447,0.571428571428571,0,1,0
1,18,model_18,GSM505448,0.571428571428571,0,1,0
1,18,model_18,GSM505466,0,1,0,0
1,18,model_18,GSM505468,0.428571428571429,1,1,0
1,18,model_18,GSM505477,0.142857142857143,1,0,0
1,18,model_18,GSM505481,0.285714285714286,1,1,0
1,18,model_18,GSM505482,0.571428571428571,0,0,0
1,18,model_18,GSM505483,0.285714285714286,1,1,0
1,19,model_19,GSM505335,0.632543903743193,0,0,0
1,19,model_19,GSM505336,0.0642157780009392,1,0,0
1,19,model_19,GSM505337,0.494993803089364,1,0,0
1,19,model_19,GSM505342,0.952734861003441,0,1,0
1,19,model_19,GSM505351,0.00636249921362486,1,0,0
1,19,model_19,GSM505359,0.00137197276885315,1,1,0
1,19,model_19,GSM505364,0.89543833365086,0,1,0
1,19,model_19,GSM505367,0.068086760174328,1,1,0
1,19,model_19,GSM505373,0.00105898504345547,1,1,0
1,19,model_19,GSM505375,0.0652047916780312,1,0,0
1,19,model_19,GSM505376,0.13388030491706,1,1,0
1,19,model_19,GSM505410,0.658732759245908,0,0,0
1,19,model_19,GSM505417,0.119589519006402,1,0,0
1,19,model_19,GSM505419,0.0189859896180499,1,1,0
1,19,model_19,GSM505422,0.0118124017308974,1,0,0
1,19,model_19,GSM505430,0.0205435848827039,1,0,0
1,19,model_19,GSM505447,0.942340578631023,0,1,0
1,19,model_19,GSM505448,0.0531666555620874,1,1,0
1,19,model_19,GSM505466,0.00145114110096023,1,0,0
1,19,model_19,GSM505468,0.694758811838225,0,1,0
1,19,model_19,GSM505477,0.165547760906885,1,0,0
1,19,model_19,GSM505481,0.104793171374892,1,1,0
1,19,model_19,GSM505482,0.373541568012441,1,0,0
1,19,model_19,GSM505483,0.065246682160283,1,1,0
1,20,model_20,GSM505335,0.746242543573023,1,0,1
1,20,model_20,GSM505336,6.51479971197831,1,0,1
1,20,model_20,GSM505337,1.46836615529958,1,0,1
1,20,model_20,GSM505342,-5.32557802140788,0,1,1
1,20,model_20,GSM505351,9.57878982822145,1,0,1
1,20,model_20,GSM505359,9.5929898269161,1,1,1
1,20,model_20,GSM505364,-4.04794306787042,0,1,1
1,20,model_20,GSM505367,0.220095074042913,1,1,1
1,20,model_20,GSM505373,7.2218839061568,1,1,1
1,20,model_20,GSM505375,3.9182639291834,1,0,1
1,20,model_20,GSM505376,2.35241457728775,1,1,1
1,20,model_20,GSM505410,-3.81444037454398,0,0,1
1,20,model_20,GSM505417,3.74245697709599,1,0,1
1,20,model_20,GSM505419,3.22247126697881,1,1,1
1,20,model_20,GSM505422,4.61244946603136,1,0,1
1,20,model_20,GSM505430,1.56499697856332,1,0,1
1,20,model_20,GSM505447,-3.18795906082275,0,1,1
1,20,model_20,GSM505448,-4.55699550437867,0,1,1
1,20,model_20,GSM505466,11.0358083805519,1,0,1
1,20,model_20,GSM505468,-4.22334774594404,0,1,1
1,20,model_20,GSM505477,-4.29200543129012,0,0,1
1,20,model_20,GSM505481,-3.52602361717857,0,1,1
1,20,model_20,GSM505482,-5.64362282848714,0,0,1
1,20,model_20,GSM505483,0.313852065365495,1,1,1
1,21,model_21,GSM505335,0.547722790154394,0,0,0
1,21,model_21,GSM505336,0.138993949865057,1,0,0
1,21,model_21,GSM505337,0.445966384766972,1,0,0
1,21,model_21,GSM505342,0.76691256269934,0,1,0
1,21,model_21,GSM505351,0.0179972421867871,1,0,0
1,21,model_21,GSM505359,0.0116906715028003,1,1,0
1,21,model_21,GSM505364,0.734967070940034,0,1,0
1,21,model_21,GSM505367,0.199663702810793,1,1,0
1,21,model_21,GSM505373,0.00749570509057229,1,1,0
1,21,model_21,GSM505375,0.130314805766179,1,0,0
1,21,model_21,GSM505376,0.189366493955372,1,1,0
1,21,model_21,GSM505410,0.694240657503068,0,0,0
1,21,model_21,GSM505417,0.185837623968042,1,0,0
1,21,model_21,GSM505419,0.0444811816083335,1,1,0
1,21,model_21,GSM505422,0.0623652065844976,1,0,0
1,21,model_21,GSM505430,0.0635539581506741,1,0,0
1,21,model_21,GSM505447,0.836903482803717,0,1,0
1,21,model_21,GSM505448,0.118941024764992,1,1,0
1,21,model_21,GSM505466,0.00266151966163297,1,0,0
1,21,model_21,GSM505468,0.805156127060383,0,1,0
1,21,model_21,GSM505477,0.344249994631756,1,0,0
1,21,model_21,GSM505481,0.237460983445517,1,1,0
1,21,model_21,GSM505482,0.607457574757157,0,0,0
1,21,model_21,GSM505483,0.117690332610446,1,1,0
1,22,model_22,GSM505335,9.54694044046767e-190,1,0,0
1,22,model_22,GSM505336,1,0,0,0
1,22,model_22,GSM505337,9.77523773247636e-103,1,0,0
1,22,model_22,GSM505342,1.29640567906487e-114,1,1,0
1,22,model_22,GSM505351,1,0,0,0
