Iteration,Model,ModNames,Sample,Score,Classification,TrueClass,Direction
1,3,model_3,GSM505422,0.0026109495173944,1,1,0
1,3,model_3,GSM505430,0.40686487307941,1,1,0
1,3,model_3,GSM505447,0.999610379691876,0,0,0
1,3,model_3,GSM505448,0.271320031841972,1,1,0
1,3,model_3,GSM505466,0.998442084326818,0,0,0
1,3,model_3,GSM505468,0.151670060133041,1,1,0
1,3,model_3,GSM505477,3.07773099157738e-05,1,1,0
1,3,model_3,GSM505481,0.766438949669528,0,1,0
1,3,model_3,GSM505482,0.0247022979530158,1,1,0
1,3,model_3,GSM505483,0.0119853796553947,1,1,0
1,4,model_4,GSM505335,1,0,0,0
1,4,model_4,GSM505336,1,0,0,0
1,4,model_4,GSM505337,0,1,1,0
1,4,model_4,GSM505342,0,1,0,0
1,4,model_4,GSM505351,1,0,0,0
1,4,model_4,GSM505359,1,0,0,0
1,4,model_4,GSM505364,0,1,1,0
1,4,model_4,GSM505367,0,1,1,0
1,4,model_4,GSM505373,1,0,0,0
1,4,model_4,GSM505375,0,1,1,0
1,4,model_4,GSM505376,1,0,0,0
1,4,model_4,GSM505410,0,1,1,0
1,4,model_4,GSM505417,1,0,0,0
1,4,model_4,GSM505419,1,0,0,0
1,4,model_4,GSM505422,0,1,1,0
1,4,model_4,GSM505430,0.5,1,1,0
1,4,model_4,GSM505447,1,0,0,0
1,4,model_4,GSM505448,0,1,1,0
1,4,model_4,GSM505466,1,0,0,0
1,4,model_4,GSM505468,0,1,1,0
1,4,model_4,GSM505477,0,1,1,0
1,4,model_4,GSM505481,0,1,1,0
1,4,model_4,GSM505482,0,1,1,0
1,4,model_4,GSM505483,0,1,1,0
1,5,model_5,GSM505335,0.9781149590008,0,0,0
1,5,model_5,GSM505336,0.511060598143047,0,0,0
1,5,model_5,GSM505337,0.0671596228211576,1,1,0
1,5,model_5,GSM505342,0.14877552014729,1,0,0
1,5,model_5,GSM505351,0.981327824837551,0,0,0
1,5,model_5,GSM505359,0.959361868806086,0,0,0
1,5,model_5,GSM505364,0.0395731025707358,1,1,0
1,5,model_5,GSM505367,0.152724212672081,1,1,0
1,5,model_5,GSM505373,0.670335458849512,0,0,0
1,5,model_5,GSM505375,0.104088810544834,1,1,0
1,5,model_5,GSM505376,0.948596890523379,0,0,0
1,5,model_5,GSM505410,0.0453649090738777,1,1,0
1,5,model_5,GSM505417,0.891398378174265,0,0,0
1,5,model_5,GSM505419,0.986797321246386,0,0,0
1,5,model_5,GSM505422,0.0603412531271865,1,1,0
1,5,model_5,GSM505430,0.335498117438441,1,1,0
1,5,model_5,GSM505447,0.992665509847524,0,0,0
1,5,model_5,GSM505448,0.411010561021662,1,1,0
1,5,model_5,GSM505466,0.937959727825977,0,0,0
1,5,model_5,GSM505468,0.231283874737329,1,1,0
1,5,model_5,GSM505477,0.110567045309309,1,1,0
1,5,model_5,GSM505481,0.442672683726752,1,1,0
1,5,model_5,GSM505482,0.0655766336756022,1,1,0
1,5,model_5,GSM505483,0.0865091002305485,1,1,0
1,6,model_6,GSM505335,-1.72339204065751,0,0,1
1,6,model_6,GSM505336,-1.09546801471251,0,0,1
1,6,model_6,GSM505337,0.96918093325763,1,1,1
1,6,model_6,GSM505342,0.163197685022737,1,0,1
1,6,model_6,GSM505351,-3.58158738544171,0,0,1
1,6,model_6,GSM505359,-1.84467437475682,0,0,1
1,6,model_6,GSM505364,3.25653743082412,1,1,1
1,6,model_6,GSM505367,0.453530213742748,1,1,1
1,6,model_6,GSM505373,-1.20136714175381,0,0,1
1,6,model_6,GSM505375,3.61172311964788,1,1,1
1,6,model_6,GSM505376,-2.00299212892232,0,0,1
1,6,model_6,GSM505410,2.59278741797886,1,1,1
1,6,model_6,GSM505417,-1.70526315529397,0,0,1
1,6,model_6,GSM505419,-2.75764866693892,0,0,1
1,6,model_6,GSM505422,1.97278640573805,1,1,1
1,6,model_6,GSM505430,0.818855406927633,1,1,1
1,6,model_6,GSM505447,-3.14659815713517,0,0,1
1,6,model_6,GSM505448,0.271287719911408,1,1,1
1,6,model_6,GSM505466,-2.43690676524127,0,0,1
1,6,model_6,GSM505468,0.369542667986269,1,1,1
1,6,model_6,GSM505477,3.15213340215294,1,1,1
1,6,model_6,GSM505481,0.413808108602467,1,1,1
1,6,model_6,GSM505482,1.6060200341088,1,1,1
1,6,model_6,GSM505483,1.1061648450893,1,1,1
1,7,model_7,GSM505335,0.36996653967648,1,0,0
1,7,model_7,GSM505336,0.368589967629857,1,0,0
1,7,model_7,GSM505337,0.367371274378951,1,1,0
1,7,model_7,GSM505342,0.367879333396431,1,0,0
1,7,model_7,GSM505351,0.372198065237665,1,0,0
1,7,model_7,GSM505359,0.370521434110113,1,0,0
1,7,model_7,GSM505364,0.365343071435445,1,1,0
1,7,model_7,GSM505367,0.36781116029086,1,1,0
1,7,model_7,GSM505373,0.369132125730119,1,0,0
1,7,model_7,GSM505375,0.364990467791782,1,1,0
1,7,model_7,GSM505376,0.370332562331176,1,0,0
1,7,model_7,GSM505410,0.366047559508979,1,1,0
1,7,model_7,GSM505417,0.371236201284498,1,0,0
1,7,model_7,GSM505419,0.371007914852324,1,0,0
1,7,model_7,GSM505422,0.366421829517338,1,1,0
1,7,model_7,GSM505430,0.368331116662754,1,1,0
1,7,model_7,GSM505447,0.371468215214927,1,0,0
1,7,model_7,GSM505448,0.36830553618252,1,1,0
1,7,model_7,GSM505466,0.370895716135744,1,0,0
1,7,model_7,GSM505468,0.368157621381019,1,1,0
1,7,model_7,GSM505477,0.36466994785588,1,1,0
1,7,model_7,GSM505481,0.368758151078403,1,1,0
1,7,model_7,GSM505482,0.367111013224048,1,1,0
1,7,model_7,GSM505483,0.366733216870292,1,1,0
1,8,model_8,GSM505335,0.999971661736068,0,0,0
1,8,model_8,GSM505336,0.999999407268618,0,0,0
1,8,model_8,GSM505337,0.0100122273753363,1,1,0
1,8,model_8,GSM505342,0.552682539248246,0,0,0
1,8,model_8,GSM505351,0.999917487818975,0,0,0
1,8,model_8,GSM505359,0.999472214231628,0,0,0
1,8,model_8,GSM505364,1.53093177353097e-05,1,1,0
1,8,model_8,GSM505367,0.0371514857914542,1,1,0
1,8,model_8,GSM505373,0.000425668593641991,1,0,0
1,8,model_8,GSM505375,1.07088001930478e-06,1,1,0
1,8,model_8,GSM505376,0.999197252625567,0,0,0
1,8,model_8,GSM505410,5.33724322445039e-06,1,1,0
1,8,model_8,GSM505417,0.999239585956197,0,0,0
1,8,model_8,GSM505419,0.999650299038769,0,0,0
1,8,model_8,GSM505422,1.40170424677623e-07,1,1,0
1,8,model_8,GSM505430,0.00759321923683757,1,1,0
1,8,model_8,GSM505447,0.99987406777439,0,0,0
1,8,model_8,GSM505448,0.00790830554631209,1,1,0
1,8,model_8,GSM505466,0.995876443539161,0,0,0
1,8,model_8,GSM505468,0.0180165061633152,1,1,0
1,8,model_8,GSM505477,5.35984904649868e-05,1,1,0
1,8,model_8,GSM505481,0.0168277838602459,1,1,0
1,8,model_8,GSM505482,0.0823550841105251,1,1,0
1,8,model_8,GSM505483,0.00103003667623813,1,1,0
1,9,model_9,GSM505335,0.828,0,0,0
1,9,model_9,GSM505336,0.772,0,0,0
1,9,model_9,GSM505337,0.398,1,1,0
1,9,model_9,GSM505342,0.44,1,0,0
1,9,model_9,GSM505351,0.896,0,0,0
1,9,model_9,GSM505359,0.982,0,0,0
1,9,model_9,GSM505364,0.01,1,1,0
1,9,model_9,GSM505367,0.254,1,1,0
1,9,model_9,GSM505373,0.356,1,0,0
1,9,model_9,GSM505375,0.104,1,1,0
1,9,model_9,GSM505376,0.852,0,0,0
1,9,model_9,GSM505410,0.194,1,1,0
1,9,model_9,GSM505417,0.852,0,0,0
1,9,model_9,GSM505419,0.79,0,0,0
1,9,model_9,GSM505422,0.056,1,1,0
1,9,model_9,GSM505430,0.184,1,1,0
1,9,model_9,GSM505447,0.704,0,0,0
1,9,model_9,GSM505448,0.222,1,1,0
1,9,model_9,GSM505466,0.832,0,0,0
1,9,model_9,GSM505468,0.362,1,1,0
1,9,model_9,GSM505477,0.052,1,1,0
1,9,model_9,GSM505481,0.398,1,1,0
1,9,model_9,GSM505482,0.114,1,1,0
1,9,model_9,GSM505483,0.028,1,1,0
1,10,model_10,GSM505335,0.999999999999785,0,0,0
1,10,model_10,GSM505336,0.999999999999159,0,0,0
1,10,model_10,GSM505337,0.0208815631939545,1,1,0
1,10,model_10,GSM505342,0.865533383511995,0,0,0
1,10,model_10,GSM505351,1,0,0,0
1,10,model_10,GSM505359,1,0,0,0
1,10,model_10,GSM505364,5.34200251534623e-14,1,1,0
1,10,model_10,GSM505367,9.06225825071836e-06,1,1,0
1,10,model_10,GSM505373,0.0208126461548663,1,0,0
1,10,model_10,GSM505375,1.89943207552968e-14,1,1,0
1,10,model_10,GSM505376,0.99999999999996,0,0,0
1,10,model_10,GSM505410,1.96296489044388e-08,1,1,0
1,10,model_10,GSM505417,1,0,0,0
1,10,model_10,GSM505419,0.999999999999206,0,0,0
1,10,model_10,GSM505422,1.6701261992941e-15,1,1,0
1,10,model_10,GSM505430,0.000139988270782925,1,1,0
1,10,model_10,GSM505447,0.999999133684752,0,0,0
1,10,model_10,GSM505448,0.000213477922592095,1,1,0
1,10,model_10,GSM505466,0.999999999999986,0,0,0
1,10,model_10,GSM505468,0.25109093332996,1,1,0
1,10,model_10,GSM505477,1.41156729453682e-13,1,1,0
1,10,model_10,GSM505481,0.0893669259247858,1,1,0
1,10,model_10,GSM505482,3.69441254272063e-06,1,1,0
1,10,model_10,GSM505483,7.2139122404642e-11,1,1,0
1,11,model_11,GSM505335,1,0,0,0
1,11,model_11,GSM505336,1,0,0,0
1,11,model_11,GSM505337,0.333333333333333,1,1,0
1,11,model_11,GSM505342,0.333333333333333,1,0,0
1,11,model_11,GSM505351,1,0,0,0
1,11,model_11,GSM505359,1,0,0,0
1,11,model_11,GSM505364,0,1,1,0
1,11,model_11,GSM505367,0.333333333333333,1,1,0
1,11,model_11,GSM505373,0,1,0,0
1,11,model_11,GSM505375,0,1,1,0
1,11,model_11,GSM505376,1,0,0,0
1,11,model_11,GSM505410,0,1,1,0
1,11,model_11,GSM505417,1,0,0,0
1,11,model_11,GSM505419,1,0,0,0
1,11,model_11,GSM505422,0,1,1,0
1,11,model_11,GSM505430,0,1,1,0
1,11,model_11,GSM505447,1,0,0,0
1,11,model_11,GSM505448,0.333333333333333,1,1,0
1,11,model_11,GSM505466,1,0,0,0
1,11,model_11,GSM505468,0.333333333333333,1,1,0
1,11,model_11,GSM505477,0,1,1,0
1,11,model_11,GSM505481,0.333333333333333,1,1,0
1,11,model_11,GSM505482,0,1,1,0
1,11,model_11,GSM505483,0,1,1,0
1,12,model_12,GSM505335,0.979164891606992,0,0,0
1,12,model_12,GSM505336,0.931238732396819,0,0,0
1,12,model_12,GSM505337,0.361310551834013,1,1,0
1,12,model_12,GSM505342,0.471223427030603,1,0,0
1,12,model_12,GSM505351,0.9919944919943,0,0,0
1,12,model_12,GSM505359,0.993166962892966,0,0,0
1,12,model_12,GSM505364,0.0064846592799771,1,1,0
1,12,model_12,GSM505367,0.114146513410976,1,1,0
1,12,model_12,GSM505373,0.221539426577236,1,0,0
1,12,model_12,GSM505375,0.0196801979828533,1,1,0
1,12,model_12,GSM505376,0.981872710428139,0,0,0
1,12,model_12,GSM505410,0.0351507061778127,1,1,0
1,12,model_12,GSM505417,0.955340891151423,0,0,0
1,12,model_12,GSM505419,0.975624587351532,0,0,0
1,12,model_12,GSM505422,0.0489761717658747,1,1,0
1,12,model_12,GSM505430,0.18417032904629,1,1,0
1,12,model_12,GSM505447,0.959858648986235,0,0,0
1,12,model_12,GSM505448,0.160671258993474,1,1,0
1,12,model_12,GSM505466,0.953105543457067,0,0,0
1,12,model_12,GSM505468,0.383031650634746,1,1,0
1,12,model_12,GSM505477,0.0288615904804127,1,1,0
1,12,model_12,GSM505481,0.322084205802626,1,1,0
1,12,model_12,GSM505482,0.0975670938008517,1,1,0
1,12,model_12,GSM505483,0.0195770095375275,1,1,0
1,13,model_13,GSM505335,-13.6628589586555,0,0,1
1,13,model_13,GSM505336,-15.2465070444351,0,0,1
1,13,model_13,GSM505337,1.58648552481383,1,1,1
1,13,model_13,GSM505342,-0.814887809211904,0,0,1
1,13,model_13,GSM505351,-23.1250295225601,0,0,1
1,13,model_13,GSM505359,-18.2569527802779,0,0,1
1,13,model_13,GSM505364,15.8024398389095,1,1,1
1,13,model_13,GSM505367,4.47715848956261,1,1,1
1,13,model_13,GSM505373,4.87792696961985,1,0,1
1,13,model_13,GSM505375,13.1422246446195,1,1,1
1,13,model_13,GSM505376,-13.5389839173157,0,0,1
1,13,model_13,GSM505410,12.6512706227516,1,1,1
1,13,model_13,GSM505417,-15.2733330653338,0,0,1
1,13,model_13,GSM505419,-11.6385083582445,0,0,1
1,13,model_13,GSM505422,20.6821997497912,1,1,1
1,13,model_13,GSM505430,5.56783390070124,1,1,1
1,13,model_13,GSM505447,-6.81131952623135,0,0,1
1,13,model_13,GSM505448,2.87920434930698,1,1,1
1,13,model_13,GSM505466,-12.5219603719659,0,0,1
1,13,model_13,GSM505468,0.941793975788365,1,1,1
1,13,model_13,GSM505477,11.7025375878964,1,1,1
1,13,model_13,GSM505481,2.42415049913943,1,1,1
1,13,model_13,GSM505482,3.12904045326764,1,1,1
1,13,model_13,GSM505483,12.344569845308,1,1,1
1,14,model_14,GSM505335,0.378788567812755,1,0,0
1,14,model_14,GSM505336,0.378596952174834,1,0,0
1,14,model_14,GSM505337,0.369216448562793,1,1,0
1,14,model_14,GSM505342,0.370769563804445,1,0,0
1,14,model_14,GSM505351,0.386006377568715,1,0,0
1,14,model_14,GSM505359,0.382871944450811,1,0,0
1,14,model_14,GSM505364,0.35904582148592,1,1,0
1,14,model_14,GSM505367,0.366068586396883,1,1,0
1,14,model_14,GSM505373,0.367723450054758,1,0,0
1,14,model_14,GSM505375,0.360050118016967,1,1,0
1,14,model_14,GSM505376,0.379983867513981,1,0,0
1,14,model_14,GSM505410,0.362816163595464,1,1,0
1,14,model_14,GSM505417,0.381354624655043,1,0,0
1,14,model_14,GSM505419,0.378972443933154,1,0,0
1,14,model_14,GSM505422,0.356460306808214,1,1,0
1,14,model_14,GSM505430,0.367404714069544,1,1,0
1,14,model_14,GSM505447,0.375265672963831,1,0,0
1,14,model_14,GSM505448,0.367544883436808,1,1,0
1,14,model_14,GSM505466,0.379576261655235,1,0,0
1,14,model_14,GSM505468,0.37037971635869,1,1,0
1,14,model_14,GSM505477,0.359442915857806,1,1,0
1,14,model_14,GSM505481,0.368689593275284,1,1,0
1,14,model_14,GSM505482,0.366030781957619,1,1,0
1,14,model_14,GSM505483,0.360608919567657,1,1,0
1,15,model_15,GSM505335,0.999999074525811,0,0,0
1,15,model_15,GSM505336,0.999999999999007,0,0,0
1,15,model_15,GSM505337,3.19286242666522e-08,1,1,0
1,15,model_15,GSM505342,0.177011088597642,1,0,0
1,15,model_15,GSM505351,0.978334327093379,0,0,0
1,15,model_15,GSM505359,0.999999987658383,0,0,0
1,15,model_15,GSM505364,6.61381724298609e-09,1,1,0
1,15,model_15,GSM505367,6.85771694000833e-05,1,1,0
1,15,model_15,GSM505373,0.00677903153555358,1,0,0
1,15,model_15,GSM505375,2.55694487158708e-10,1,1,0
1,15,model_15,GSM505376,0.999999860289533,0,0,0
1,15,model_15,GSM505410,1.16841809351963e-07,1,1,0
1,15,model_15,GSM505417,0.999999999359767,0,0,0
1,15,model_15,GSM505419,0.999999941212873,0,0,0
1,15,model_15,GSM505422,4.36285321765307e-14,1,1,0
1,15,model_15,GSM505430,0.00279200125290727,1,1,0
1,15,model_15,GSM505447,0.999999891671056,0,0,0
1,15,model_15,GSM505448,0.000210436519748817,1,1,0
1,15,model_15,GSM505466,0.999991271205236,0,0,0
1,15,model_15,GSM505468,0.0619886433459634,1,1,0
1,15,model_15,GSM505477,1.31427052847736e-07,1,1,0
1,15,model_15,GSM505481,0.6098632352325,0,1,0
1,15,model_15,GSM505482,0.000147375445269972,1,1,0
1,15,model_15,GSM505483,6.07789458551172e-06,1,1,0
1,16,model_16,GSM505335,0.868,0,0,0
1,16,model_16,GSM505336,0.892,0,0,0
1,16,model_16,GSM505337,0.278,1,1,0
1,16,model_16,GSM505342,0.504,0,0,0
1,16,model_16,GSM505351,0.83,0,0,0
1,16,model_16,GSM505359,0.994,0,0,0
1,16,model_16,GSM505364,0,1,1,0
1,16,model_16,GSM505367,0.206,1,1,0
1,16,model_16,GSM505373,0.376,1,0,0
1,16,model_16,GSM505375,0.05,1,1,0
1,16,model_16,GSM505376,0.802,0,0,0
1,16,model_16,GSM505410,0.154,1,1,0
1,16,model_16,GSM505417,0.896,0,0,0
1,16,model_16,GSM505419,0.794,0,0,0
1,16,model_16,GSM505422,0.058,1,1,0
1,16,model_16,GSM505430,0.136,1,1,0
1,16,model_16,GSM505447,0.806,0,0,0
1,16,model_16,GSM505448,0.112,1,1,0
1,16,model_16,GSM505466,0.884,0,0,0
1,16,model_16,GSM505468,0.302,1,1,0
1,16,model_16,GSM505477,0.02,1,1,0
1,16,model_16,GSM505481,0.312,1,1,0
1,16,model_16,GSM505482,0.116,1,1,0
1,16,model_16,GSM505483,0.05,1,1,0
1,17,model_17,GSM505335,1,0,0,0
1,17,model_17,GSM505336,1,0,0,0
1,17,model_17,GSM505337,1.73299663815511e-08,1,1,0
1,17,model_17,GSM505342,0.990917253767986,0,0,0
1,17,model_17,GSM505351,1,0,0,0
1,17,model_17,GSM505359,1,0,0,0
1,17,model_17,GSM505364,2.89129523539333e-23,1,1,0
1,17,model_17,GSM505367,7.7769589448837e-11,1,1,0
1,17,model_17,GSM505373,0.0203050527817973,1,0,0
1,17,model_17,GSM505375,2.55200560419271e-27,1,1,0
1,17,model_17,GSM505376,1,0,0,0
1,17,model_17,GSM505410,2.49677296426198e-19,1,1,0
1,17,model_17,GSM505417,1,0,0,0
1,17,model_17,GSM505419,1,0,0,0
1,17,model_17,GSM505422,4.34289578014722e-29,1,1,0
1,17,model_17,GSM505430,1.00231011000391e-13,1,1,0
1,17,model_17,GSM505447,0.999999999999984,0,0,0
1,17,model_17,GSM505448,3.08428640964416e-11,1,1,0
1,17,model_17,GSM505466,1,0,0,0
1,17,model_17,GSM505468,7.55869823217144e-07,1,1,0
1,17,model_17,GSM505477,2.03528269014761e-23,1,1,0
1,17,model_17,GSM505481,2.20820072076971e-05,1,1,0
1,17,model_17,GSM505482,7.73812542632464e-13,1,1,0
1,17,model_17,GSM505483,8.39037035555989e-17,1,1,0
1,18,model_18,GSM505335,1,0,0,0
1,18,model_18,GSM505336,1,0,0,0
1,18,model_18,GSM505337,0.333333333333333,1,1,0
1,18,model_18,GSM505342,0.333333333333333,1,0,0
1,18,model_18,GSM505351,1,0,0,0
1,18,model_18,GSM505359,1,0,0,0
1,18,model_18,GSM505364,0,1,1,0
1,18,model_18,GSM505367,0.333333333333333,1,1,0
1,18,model_18,GSM505373,0.666666666666667,0,0,0
1,18,model_18,GSM505375,0,1,1,0
1,18,model_18,GSM505376,1,0,0,0
1,18,model_18,GSM505410,0,1,1,0
1,18,model_18,GSM505417,1,0,0,0
1,18,model_18,GSM505419,1,0,0,0
1,18,model_18,GSM505422,0,1,1,0
1,18,model_18,GSM505430,0,1,1,0
1,18,model_18,GSM505447,1,0,0,0
1,18,model_18,GSM505448,0,1,1,0
1,18,model_18,GSM505466,1,0,0,0
1,18,model_18,GSM505468,0.333333333333333,1,1,0
1,18,model_18,GSM505477,0,1,1,0
1,18,model_18,GSM505481,0.333333333333333,1,1,0
1,18,model_18,GSM505482,0,1,1,0
1,18,model_18,GSM505483,0.333333333333333,1,1,0
1,19,model_19,GSM505335,0.979046195228229,0,0,0
1,19,model_19,GSM505336,0.966929265146251,0,0,0
1,19,model_19,GSM505337,0.0630182359857185,1,1,0
1,19,model_19,GSM505342,0.43657884165724,1,0,0
1,19,model_19,GSM505351,0.980891800232717,0,0,0
1,19,model_19,GSM505359,0.995346898946034,0,0,0
1,19,model_19,GSM505364,0.0042893099077812,1,1,0
1,19,model_19,GSM505367,0.0487246662400307,1,1,0
1,19,model_19,GSM505373,0.233320190098494,1,0,0
1,19,model_19,GSM505375,0.00931832141040134,1,1,0
1,19,model_19,GSM505376,0.975835347287884,0,0,0
1,19,model_19,GSM505410,0.0410154827552016,1,1,0
1,19,model_19,GSM505417,0.958604154806052,0,0,0
1,19,model_19,GSM505419,0.966021611129914,0,0,0
1,19,model_19,GSM505422,0.0517706479967367,1,1,0
1,19,model_19,GSM505430,0.0605906714637914,1,1,0
1,19,model_19,GSM505447,0.908337004637752,0,0,0
1,19,model_19,GSM505448,0.0794305016628997,1,1,0
1,19,model_19,GSM505466,0.964521968283647,0,0,0
1,19,model_19,GSM505468,0.114613816938749,1,1,0
1,19,model_19,GSM505477,0.0251954916885562,1,1,0
1,19,model_19,GSM505481,0.258635893615343,1,1,0
1,19,model_19,GSM505482,0.0426341959846105,1,1,0
1,19,model_19,GSM505483,0.0252256804497404,1,1,0
1,20,model_20,GSM505335,-26.8978702068892,0,0,1
1,20,model_20,GSM505336,-44.2245680837818,0,0,1
1,20,model_20,GSM505337,9.94744015437617,1,1,1
1,20,model_20,GSM505342,-0.82836720371189,0,0,1
1,20,model_20,GSM505351,-40.113062745256,0,0,1
1,20,model_20,GSM505359,-41.3585995170866,0,0,1
1,20,model_20,GSM505364,29.3815443196565,1,1,1
1,20,model_20,GSM505367,12.8694860215929,1,1,1
1,20,model_20,GSM505373,5.98372369554955,1,0,1
1,20,model_20,GSM505375,31.5910358375002,1,1,1
1,20,model_20,GSM505376,-28.7733376616253,0,0,1
1,20,model_20,GSM505410,25.936205324462,1,1,1
1,20,model_20,GSM505417,-26.8981332112232,0,0,1
1,20,model_20,GSM505419,-22.9864890275789,0,0,1
1,20,model_20,GSM505422,45.6500596908882,1,1,1
1,20,model_20,GSM505430,19.869395128194,1,1,1
1,20,model_20,GSM505447,-7.66632160469412,0,0,1
1,20,model_20,GSM505448,11.5667007143786,1,1,1
1,20,model_20,GSM505466,-35.8303494604182,0,0,1
1,20,model_20,GSM505468,12.4019767996923,1,1,1
1,20,model_20,GSM505477,27.9409477683928,1,1,1
1,20,model_20,GSM505481,10.5629553136726,1,1,1
1,20,model_20,GSM505482,16.0679555645766,1,1,1
1,20,model_20,GSM505483,20.7768607062599,1,1,1
1,21,model_21,GSM505335,0.387660032900114,1,0,0
1,21,model_21,GSM505336,0.396193880510133,1,0,0
1,21,model_21,GSM505337,0.365452605371423,1,1,0
1,21,model_21,GSM505342,0.373951774581919,1,0,0
1,21,model_21,GSM505351,0.395779827614133,1,0,0
1,21,model_21,GSM505359,0.397997873804107,1,0,0
1,21,model_21,GSM505364,0.353447521247835,1,1,0
1,21,model_21,GSM505367,0.36392038880862,1,1,0
1,21,model_21,GSM505373,0.370016832906811,1,0,0
1,21,model_21,GSM505375,0.351282607937576,1,1,0
1,21,model_21,GSM505376,0.389929224437981,1,0,0
1,21,model_21,GSM505410,0.356965157575347,1,1,0
1,21,model_21,GSM505417,0.390937550992385,1,0,0
1,21,model_21,GSM505419,0.386814036629984,1,0,0
1,21,model_21,GSM505422,0.344835069713834,1,1,0
1,21,model_21,GSM505430,0.361061857256406,1,1,0
1,21,model_21,GSM505447,0.379307976334422,1,0,0
1,21,model_21,GSM505448,0.364076692892534,1,1,0
1,21,model_21,GSM505466,0.394139233767383,1,0,0
1,21,model_21,GSM505468,0.367057585133175,1,1,0
1,21,model_21,GSM505477,0.353026864609671,1,1,0
1,21,model_21,GSM505481,0.36699148789648,1,1,0
1,21,model_21,GSM505482,0.361767564754837,1,1,0
1,21,model_21,GSM505483,0.357486861637838,1,1,0
1,22,model_22,GSM505335,0,1,0,0
1,22,model_22,GSM505336,1,0,0,0
1,22,model_22,GSM505337,4.94065645841247e-324,1,1,0
1,22,model_22,GSM505342,1,0,0,0
1,22,model_22,GSM505351,1,0,0,0
1,22,model_22,GSM505359,1,0,0,0
1,22,model_22,GSM505364,0,1,1,0
1,22,model_22,GSM505367,9.37508097039091e-145,1,1,0
1,22,model_22,GSM505373,6.74124518846789e-188,1,0,0
1,22,model_22,GSM505375,4.47493883137751e-216,1,1,0
1,22,model_22,GSM505376,7.54567214804548e-225,1,0,0
1,22,model_22,GSM505410,0,1,1,0
1,22,model_22,GSM505417,1,0,0,0
